StrainID	Species_Old	Genus_Old	Phylum	GPS	Lat	Long	Associated	General	Specific	Fruits	Fruit.Family	Fruit.Type	Rotting	Plant.Genus	Plant.Species	Common.Name	Other.Associations	Notes	Set	Morpho	SetID	IsoTemp	Specific.Location	State	Collected.By	X	X.1	Species	Subphylum	Genus
yHQL218	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	5	a	YHQL_5	22	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL218	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL236	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	5	a	YHQL_5	30	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL236	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL241	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	30	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL241	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL245	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	22	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL245	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL279	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	43.025855, -89.844325	43.025855	-89.844325	Tree	Soil	Soil	NA	NA	NA	NA	Carya	Carya ovata	Shgbark Hickory	NA	NA	10	a	YHQL_10	10	Blue Mound State Park	Wisconsin	Sarah Wright	TRUE	yHQL279	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL287	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	a	YHQL_QL#1	30	John James Audubon State Park Henderson, KY	Kentucky	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL287	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL309	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	37.883873, -87.557092	37.883873	-87.557092	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	QL#1	a	YHQL_QL#1	22	John James Audubon State Park Henderson, KY	Kentucky	Anna Kropornicka and Kurt Ehlert	TRUE	yHQL309	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL318	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	39.871665, -79.492928	39.871665	-79.492928	Tree	Plant Matter	Needles	NA	NA	NA	Rotting	Pinus	Pinus sp.	Pine	NA	NA	QL#13	b	YHQL_QL#13	22	Ohiopyle, PA	Pennsylvania	Scott Zasadil	TRUE	yHQL318	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHQL511	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	duck pond	AS#15	a	YHQL_AS#15	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL511	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHRVM37	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	46.482739, -86.671216	46.482739	-86.671216	Tree	Plant Matter	Plant Matter	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	5CAHD2	a	YHRVM_5CAHD2	30	Grand Island, MI	Michigan	Chris Hittinger, Amanda Hulfachor	TRUE	yHRVM37	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
yHRVM89	Cyberlindnera saturnus	Cyberlindnera	Ascomycota	35.992857, -78.890414	35.992857	-78.890414	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	17D3	b	YHRVM_17D3	22	Durham, NC	North Carolina	Christina Kuang	TRUE	yHRVM89	Cyberlindnera saturnus	Saccharomycotina	Cyberlindnera
YHMH103	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.498089, -87.924478	44.498089	-87.924478	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	b	YHMH_58	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH103	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHKB123	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Leaves/Bark	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	NH8	c	YHKB_NH8	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB123	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHKB421	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.8900, -88.3073	44.89	-88.3073	Tree	Plant Matter	Fruit	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple Tree	NA	NA	LS12	a	YHKB_LS12	10	Gillett, WI	Wisconsin	Lisa Sorlie	TRUE	yHKB421	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHKB94	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Leaves/Bark	NA	NA	NA	NA	Ilex	Ilex sp.	Holly	NA	NA	NH8	b	YHKB_NH8	22	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB94	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHKS257	Cryptococcus flavescens	Cryptococcus	Basidiomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Insect	Spider	NA	NA	NA	NA	Betula	Betula papyrifera	White Birch	Insect	NA	#122	a	YHKS_#122	22	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS257	Cryptococcus flavescens	Basidiomycota	Cryptococcus
YHMH84	Cryptococcus flavescens	Cryptococcus	Basidiomycota	44.498089, -87.924476	44.498089	-87.924476	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	58	d	YHMH_58	10	Green Bay, Baird Creek, WI	Wisconsin	Max Haase	TRUE	YHMH84	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ122	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit/Leaves	Buckthorn Berry	Rhamnaceae	Berry	NA	Rhamnus	Rhamnus cathartica	Buckthorn	NA	NA	6	d	YHMJ_6	4	french park, plymouth mn	Minnesota	Martin Jarzyna	TRUE	yHMJ122	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ21	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Bark	NA	NA	NA	NA	Populus	Populus balsamifera	Balsam Poplar	Fungi	NA	8	c	YHMJ_8	22	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ21	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ45	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	b	YHMJ_7	10	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ45	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHMJ73	Cryptococcus flavescens	Cryptococcus	Basidiomycota	45.027429, -93.438540	45.027429	-93.43854	Tree	Plant Matter	Fruit	Crabapple	Rosaceae	Pome	NA	Malus	Malus sp.	Crabapple	NA	NA	7	c	YHMJ_7	10	french park, plymouth mn	Minnesota	martin jarzyna	TRUE	yHMJ73	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHQL145	Cryptococcus flavescens	Cryptococcus	Basidiomycota	46.525703, -86.671012	46.525703	-86.671012	Plant	Plant Matter	Plant Matter	NA	NA	NA	NA	Equisetum	Equisetum sp.	Horsetail	NA	NA	A&CH10	a	YHQL_A&CH10	22	Grand Island National Rec Area	Michigan	Amanda Hulfachor & Chris Hittinger	TRUE	yHQL145	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHRVM25	Cryptococcus flavescens	Cryptococcus	Basidiomycota	43.072871, -89.407803	43.072871	-89.407803	Soil	Soil	Soil	NA	NA	NA	NA	NA	NA	NA	NA	NA	2D1	c	YHRVM_2D1	22	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM25	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHRVM298	Cryptococcus flavescens	Cryptococcus	Basidiomycota	47.103651, -122.707960	47.103651	-122.70796	Plant	Plant Matter	Fruit	Salmonberry	Rosaceae	Drupe	NA	Rubus	Rubus spectabilis	Salmonberry	NA	NA	5D5	a	YHRVM_5D5	10	Nisqually North Refuge, Olympia, WA	Washington	Quinn Langdon	TRUE	yHRVM298	Cryptococcus flavescens	Basidiomycota	Cryptococcus
yHAB256	Candida sake	Candida	Ascomycota	45.717810, -86.669512	45.71781	-86.669512	Tree	Soil	Soil	NA	NA	NA	NA	Acer	Acer sp.	Maple	NA	NA	3.8	b	YHAB_3.8	10	Fayette, MI	Michigan	ABH/CTH	TRUE	yHAB256	Candida sake	Saccharomycotina	Candida
yHKB185	Candida sake	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	NH1	a	YHKB_NH1	10	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB185	Candida sake	Saccharomycotina	Candida
yHKB321	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Plant	Plant Matter	Leaves	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT2	a	YHKB_RT2	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB321	Candida sake	Saccharomycotina	Candida
yHKB322	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Plant	Plant Matter	Fruit	Berry	Unknown	Unknown	NA	Unknown	Unknown	Unknown	NA	NA	RT4	a	YHKB_RT4	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB322	Candida sake	Saccharomycotina	Candida
yHKB323	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT3	a	YHKB_RT3	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB323	Candida sake	Saccharomycotina	Candida
yHKB338	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT2	b	YHKB_RT2	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB338	Candida sake	Saccharomycotina	Candida
yHKB339	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT3	b	YHKB_RT3	22	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB339	Candida sake	Saccharomycotina	Candida
yHKB364	Candida sake	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	NH1	a	YHKB_NH1	4	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB364	Candida sake	Saccharomycotina	Candida
yHKB365	Candida sake	Candida	Ascomycota	44.3878:-71.1731	44.3878	-71.1731	Plant	Plant Matter	Flower/Leaves	NA	NA	NA	NA	Syringa	Syringa sp.	Lilac	NA	NA	NH9	c	YHKB_NH9	4	Gorham, NH	New Hampshire	Beth Sargent	TRUE	yHKB365	Candida sake	Saccharomycotina	Candida
yHKB424	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT6	a	YHKB_RT6	10	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB424	Candida sake	Saccharomycotina	Candida
yHKB425	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Duff	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT6	b	YHKB_RT6	10	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB425	Candida sake	Saccharomycotina	Candida
yHKB426	Candida sake	Candida	Ascomycota	40.0728,-94.1048	40.0728	-94.1048	Soil	Soil/Plant Matter	Soil/Grass	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT7	a	YHKB_RT7	10	Pattonsburg, MO	Missouri	Kelly Buh	TRUE	yHKB426	Candida sake	Saccharomycotina	Candida
yHKB427	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	RT2	b	YHKB_RT2	10	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB427	Candida sake	Saccharomycotina	Candida
yHKB428	Candida sake	Candida	Ascomycota	42.1872,-93.5956	42.1872	-93.5956	Soil	Soil/Plant Matter	Soil/Plant Matter	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	RT3	a	YHKB_RT3	10	Story City, IA	Iowa	Kelly Buh	TRUE	yHKB428	Candida sake	Saccharomycotina	Candida
yHKB431	Candida sake	Candida	Ascomycota	44.8900,-88.3073	44.89	-88.3073	Tree	Plant Matter	Fruit	Apple	Rosaceae	Pome	NA	Malus	Malus sp.	Apple Tree	NA	NA	LS14	b	YHKB_LS14	10	Gillett, WI	Wisconsin	Lisa Sorlie	TRUE	yHKB431	Candida sake	Saccharomycotina	Candida
yHKB447	Candida sake	Candida	Ascomycota	36.0999,-80.2442	36.0999	-80.2442	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	S1	b	YHKB_S1	10	Winston-Salem, NC	North Carolina	Leslie Shown	TRUE	yHKB447	Candida sake	Saccharomycotina	Candida
yHKB45	Candida sake	Candida	Ascomycota	60.4789127:-150.3230643	60.4789127	-150.3230643	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	Uncultured	8G	a	YHKB_8G	22	Engineer Lake, AK	Alaska	NA	TRUE	yHKB45	Candida sake	Saccharomycotina	Candida
yHKB453	Candida sake	Candida	Ascomycota	36.0999,-80.2442	36.0999	-80.2442	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus alba	White Oak	NA	NA	S1	a	YHKB_S1	10	Winston-Salem, NC	North Carolina	Leslie Shown	TRUE	yHKB453	Candida sake	Saccharomycotina	Candida
yHKS213	Candida sake	Candida	Ascomycota	43.695818, -87.718146	43.695818	-87.718146	Tree	Plant Matter	Bark	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	NA	NA	#58	a	YHKS_#58	10	Indian Mound Park, Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS213	Candida sake	Saccharomycotina	Candida
yHKS335	Candida sake	Candida	Ascomycota	43.567496, -72.289615	43.567496	-72.289615	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#88	a	YHKS_#88	10	272 Ladieu Rd. Plainfield, NH	New Hampshire	Alysha Heimberg	TRUE	yHKS335	Candida sake	Saccharomycotina	Candida
yHKS416	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#126	a	YHKS_#126	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS416	Candida sake	Saccharomycotina	Candida
yHKS486	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	a	YHKS_#146	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS486	Candida sake	Saccharomycotina	Candida
yHKS487	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Abies	Abies sp.	Fir	Moss	NA	#146	b	YHKS_#146	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS487	Candida sake	Saccharomycotina	Candida
yHKS488	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Bamboo	NA	NA	#151	a	YHKS_#151	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS488	Candida sake	Saccharomycotina	Candida
yHKS523	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Plant Matter	Bark	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#152	a	YHKS_#152	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS523	Candida sake	Saccharomycotina	Candida
yHKS524	Candida sake	Candida	Ascomycota	48.725722, -122.359948	48.725722	-122.359948	Tree	Soil	Soil	NA	NA	NA	NA	Thuja	Thuja plicata	Pacific Redcedar	NA	NA	#155	a	YHKS_#155	10	Bellingham WA (Sudden Valley)	Washington	Mary B. O'Neill	TRUE	yHKS524	Candida sake	Saccharomycotina	Candida
yHKS567	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	a	YHKS_#202	22	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS567	Candida sake	Saccharomycotina	Candida
yHKS629	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	a	YHKS_#202	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS629	Candida sake	Saccharomycotina	Candida
yHKS634	Candida sake	Candida	Ascomycota	60.476499, -150.330873	60.476499	-150.330873	Soil	Soil	Soil	NA	NA	NA	NA	Unknown	Unknown	Unknown	Moss	NA	#202	b	YHKS_#202	10	Kenai Wildlife Reserve, Alaska (Engineer Lake)	Alaska	Jacob Barnes	TRUE	yHKS634	Candida sake	Saccharomycotina	Candida
yHKS684	Candida sake	Candida	Ascomycota	43.060776, -88.402332	43.060776	-88.402332	Tree	Plant Matter	Bark	NA	NA	NA	Rotting	Quercus	Quercus sp.	Oak	NA	NA	#219	a	YHKS_#219	10	Delafield,WI	Wisconsin	Kayla Sylvester	TRUE	yHKS684	Candida sake	Saccharomycotina	Candida
yHKS690	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Plant Matter	Bark	NA	NA	NA	NA	Acer	Acer saccharum	Sugar Maple	Black Growth	NA	#226	b	YHKS_#226	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS690	Candida sake	Saccharomycotina	Candida
yHKS692	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#228	a	YHKS_#228	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS692	Candida sake	Saccharomycotina	Candida
yHKS693	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#228	c	YHKS_#228	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS693	Candida sake	Saccharomycotina	Candida
yHKS703	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#237	a	YHKS_#237	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS703	Candida sake	Saccharomycotina	Candida
yHKS708	Candida sake	Candida	Ascomycota	43.695741, -87.718414	43.695741	-87.718414	Tree	Soil	Soil	NA	NA	NA	NA	Fagus	Fagus grandifolia	American Beech	NA	NA	#242	a	YHKS_#242	10	Sheboygan,WI (Indian Mound Park)	Wisconsin	Kayla Sylvester	TRUE	yHKS708	Candida sake	Saccharomycotina	Candida
yHKS725	Candida sake	Candida	Ascomycota	47.441600, -87.878877	47.4416	-87.878877	Tree	Plant Matter	Bark	NA	NA	NA	NA	Betula	Betula sp.	Birch	NA	NA	#254	a	YHKS_#254	10	Copper Harbor, Michigan (Estivant Pines Nature Sanctuary	Michigan	Chris Hittinger	TRUE	yHKS725	Candida sake	Saccharomycotina	Candida
yHKS779	Candida sake	Candida	Ascomycota	44.905387, -89.781280	44.905387	-89.78128	Tree	Plant Matter	Bark	NA	NA	NA	NA	Ulmus	Ulmus sp.	Elm	NA	NA	#280	a	YHKS_#280	22	Marathon county farm, WI	Wisconsin	S. Smead	TRUE	yHKS779	Candida sake	Saccharomycotina	Candida
yHQL117	Candida sake	Candida	Ascomycota	46.122696, -123.927882	46.122696	-123.927882	Plant	Soil	Soil	NA	NA	NA	NA	Festuca	Festuca rubra	Native Red Fescue	NA	NA	OR 15.2	a	YHQL_OR 15.2	30	Camp Rilea, OR	Oregon	Quinn Langdon	TRUE	yHQL117	Candida sake	Saccharomycotina	Candida
yHQL118	Candida sake	Candida	Ascomycota	44.934125, -123.036923	44.934125	-123.036923	Tree	Soil	Soil	NA	NA	NA	NA	Quercus	Quercus sp.	Oak	Mushroom	NA	OR 2	a	YHQL_OR 2	10	Salem, OR (Pringle Creek)	Oregon	Quinn Langdon	TRUE	yHQL118	Candida sake	Saccharomycotina	Candida
yHQL440	Candida sake	Candida	Ascomycota	39.876949,-123.724678	39.876949	-123.724678	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus virginiana	Live Oak	NA	NA	QL#19	b	YHQL_QL#19	10	Rock creek campground, Standish-Hickey State Rec Area, CA 39°52'37.018N X 123°43'28.841W	California	Bill Vagt	TRUE	yHQL440	Candida sake	Saccharomycotina	Candida
yHQL441	Candida sake	Candida	Ascomycota	39.876949,-123.724678	39.876949	-123.724678	Tree	Plant Matter	Leaves	NA	NA	NA	NA	Quercus	Quercus virginiana	Live Oak	NA	NA	QL#19	b	YHQL_QL#19	10	Rock creek campground, Standish-Hickey State Rec Area, CA 39°52'37.018N X 123°43'28.841W	California	Bill Vagt	TRUE	yHQL441	Candida sake	Saccharomycotina	Candida
yHQL463	Candida sake	Candida	Ascomycota	40.382764, -80.048519	40.382764	-80.048519	Plant	Soil	Soil	NA	NA	NA	NA	Zea	Zea mays	Corn	NA	Soil from around corn, backyard of residence	KS#293	a	YHQL_KS#293	10	126 Academy ave, Pittsburgh, PA 15228	Pennsylvania	Zasadil	TRUE	yHQL463	Candida sake	Saccharomycotina	Candida
yHQL465	Candida sake	Candida	Ascomycota	40.382764, -80.048519	40.382764	-80.048519	Tree	Soil	Soil	NA	NA	NA	NA	Cornus	Cornus sp.	Dogwood	NA	Soil from around dogwood, backyard of residence	KS#294	b	YHQL_KS#294	10	126 Academy ave, Pittsburgh, PA 15228	Pennsylvania	Zasadil	TRUE	yHQL465	Candida sake	Saccharomycotina	Candida
yHQL486	Candida sake	Candida	Ascomycota	42.013309, -89.890341	42.013309	-89.890341	Miscellaneous	Miscellaneous	Wood	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	submerged	AS#9	b	YHQL_AS#9	10	Chadwick, Illinois-Sheddan property	Illinois	Angela Sheddan	TRUE	yHQL486	Candida sake	Saccharomycotina	Candida
yHRVM122	Candida sake	Candida	Ascomycota	47.861132, -122.060318	47.861132	-122.060318	Plant	Plant Matter	Plant Matter	NA	NA	NA	Dead	Equisetum	Equisetum sp.	Horsetail	NA	NA	6D3	a	YHRVM_6D3	10	Lords Hill, Monroe, WA	Washington	Emily Baker	TRUE	yHRVM122	Candida sake	Saccharomycotina	Candida
yHRVM201	Candida sake	Candida	Ascomycota	42.866603, -88.336550	42.866603	-88.33655	Plant	Soil	Soil	NA	NA	NA	NA	Hosta	Hosta sp.	Hosta	NA	NA	2D4	a	YHRVM_2D4	10	Mukwonago, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM201	Candida sake	Saccharomycotina	Candida
yHRVM228	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	a	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM228	Candida sake	Saccharomycotina	Candida
yHRVM229	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	b	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM229	Candida sake	Saccharomycotina	Candida
yHRVM260	Candida sake	Candida	Ascomycota	34.951681, -82.946213	34.951681	-82.946213	Soil	Sand	Sand	NA	NA	NA	NA	NA	NA	NA	NA	NA	11D4-CS	c	YHRVM_11D4-CS	10	Devil's Fork State Park, SC	South Carolina	CTH parents	TRUE	yHRVM260	Candida sake	Saccharomycotina	Candida
yHRVM50	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Tree	Plant Matter	Bark	NA	NA	NA	NA	Unknown	Unknown	Unknown	NA	NA	7D1	c	YHRVM_7D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM50	Candida sake	Saccharomycotina	Candida
yHRVM56	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Fungus	Fungus	Fungus	NA	NA	NA	NA	Unknown	Unknown	Fungus	NA	NA	6D1	b	YHRVM_6D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM56	Candida sake	Saccharomycotina	Candida
yHRVM61	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Plant	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Moss	NA	NA	8D1	b	YHRVM_8D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM61	Candida sake	Saccharomycotina	Candida
yHRVM63	Candida sake	Candida	Ascomycota	43.072871, -89.407803	43.072871	-89.407803	Plant	Moss	Moss	NA	NA	NA	NA	Unknown	Unknown	Moss	NA	NA	8D1	a	YHRVM_8D1	10	Madison, WI	Wisconsin	Ryan Moriarty	TRUE	yHRVM63	Candida sake	Saccharomycotina	Candida
